# units: cm, T
xmin> -30.0
xmax> 24.900000000000013
nx> 10
ymin> -25.0
ymax> 18.199999999999996
ny> 7
zmin> -35.0
zmax> 29.0
nz> 9
tmin> -2e-09
tmax> 1.4999999999999994e-09
nt> 8
loopOrder> xyzt
! X	             Y	             Z	             T	            Fx	            Fy	            Fz
-3.00000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	1.38237443E+01	-2.14560992E+01	1.12251340E+01
-2.39000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	1.22663350E+01	-2.14560992E+01	1.12251340E+01
-1.78000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	1.04068601E+01	-2.14560992E+01	1.12251340E+01
-1.17000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	8.67942402E+00	-2.14560992E+01	1.12251340E+01
-5.60000000E+00	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	7.48730582E+00	-2.14560992E+01	1.12251340E+01
5.00000000E-01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	7.10881183E+00	-2.14560992E+01	1.12251340E+01
6.60000000E+00	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	7.63230349E+00	-2.14560992E+01	1.12251340E+01
1.27000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	8.93556888E+00	-2.14560992E+01	1.12251340E+01
1.88000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	1.07143538E+01	-2.14560992E+01	1.12251340E+01
2.49000000E+01	1.82000000E+01	-1.10000000E+01	-1.50000000E-09	1.25533914E+01	-2.14560992E+01	1.12251340E+01
-3.00000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	1.23166851E+00	-7.43827588E+00	3.55065910E+00
-2.39000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	2.19344472E+00	-7.43827588E+00	3.55065910E+00
-1.78000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	3.34176112E+00	-7.43827588E+00	3.55065910E+00
-1.17000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	4.40853714E+00	-7.43827588E+00	3.55065910E+00
-5.60000000E+00	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	5.14472826E+00	-7.43827588E+00	3.55065910E+00
5.00000000E-01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	5.37846675E+00	-7.43827588E+00	3.55065910E+00
6.60000000E+00	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	5.05518513E+00	-7.43827588E+00	3.55065910E+00
1.27000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	4.25035520E+00	-7.43827588E+00	3.55065910E+00
1.88000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	3.15186878E+00	-7.43827588E+00	3.55065910E+00
2.49000000E+01	-2.50000000E+01	-3.00000000E+00	-1.50000000E-09	2.01617336E+00	-7.43827588E+00	3.55065910E+00
-3.00000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	1.14448463E-01	-6.39483531E+00	3.55065910E+00
-2.39000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	1.68646185E+00	-6.39483531E+00	3.55065910E+00
-1.78000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	3.56337327E+00	-6.39483531E+00	3.55065910E+00
-1.17000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	5.30700778E+00	-6.39483531E+00	3.55065910E+00
-5.60000000E+00	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	6.51030465E+00	-6.39483531E+00	3.55065910E+00
5.00000000E-01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	6.89234783E+00	-6.39483531E+00	3.55065910E+00
6.60000000E+00	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	6.36394732E+00	-6.39483531E+00	3.55065910E+00
1.27000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	5.04846102E+00	-6.39483531E+00	3.55065910E+00
1.88000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	3.25299619E+00	-6.39483531E+00	3.55065910E+00
2.49000000E+01	-1.78000000E+01	-3.00000000E+00	-1.50000000E-09	1.39671363E+00	-6.39483531E+00	3.55065910E+00
-3.00000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	4.25852753E-01	-5.25353879E+00	3.55065910E+00
-2.39000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	1.82777389E+00	-5.25353879E+00	3.55065910E+00
-1.78000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	3.50160301E+00	-5.25353879E+00	3.55065910E+00
-1.17000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	5.05657582E+00	-5.25353879E+00	3.55065910E+00
-5.60000000E+00	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	6.12967566E+00	-5.25353879E+00	3.55065910E+00
5.00000000E-01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	6.47038167E+00	-5.25353879E+00	3.55065910E+00
6.60000000E+00	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	5.99915423E+00	-5.25353879E+00	3.55065910E+00
1.27000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	4.82600388E+00	-5.25353879E+00	3.55065910E+00
1.88000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	3.22480881E+00	-5.25353879E+00	3.55065910E+00
2.49000000E+01	-1.06000000E+01	-3.00000000E+00	-1.50000000E-09	1.56937650E+00	-5.25353879E+00	3.55065910E+00
-3.00000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	2.01130386E+00	-5.47968085E+00	3.55065910E+00
-2.39000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	2.54723516E+00	-5.47968085E+00	3.55065910E+00
-1.78000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	3.18711238E+00	-5.47968085E+00	3.55065910E+00
-1.17000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	3.78155280E+00	-5.47968085E+00	3.55065910E+00
-5.60000000E+00	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	4.19178115E+00	-5.47968085E+00	3.55065910E+00
5.00000000E-01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	4.32202743E+00	-5.47968085E+00	3.55065910E+00
6.60000000E+00	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	4.14188496E+00	-5.47968085E+00	3.55065910E+00
1.27000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	3.69340896E+00	-5.47968085E+00	3.55065910E+00
1.88000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	3.08129853E+00	-5.47968085E+00	3.55065910E+00
2.49000000E+01	-3.40000000E+00	-3.00000000E+00	-1.50000000E-09	2.44845410E+00	-5.47968085E+00	3.55065910E+00
-3.00000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	4.08380202E+00	-6.53954862E+00	3.55065910E+00
-2.39000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	3.48771332E+00	-6.53954862E+00	3.55065910E+00
-1.78000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	2.77601093E+00	-6.53954862E+00	3.55065910E+00
-1.17000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	2.11484555E+00	-6.53954862E+00	3.55065910E+00
-5.60000000E+00	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	1.65856975E+00	-6.53954862E+00	3.55065910E+00
5.00000000E-01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	1.51370354E+00	-6.53954862E+00	3.55065910E+00
6.60000000E+00	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	1.71406670E+00	-6.53954862E+00	3.55065910E+00
1.27000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	2.21288340E+00	-6.53954862E+00	3.55065910E+00
1.88000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	2.89370221E+00	-6.53954862E+00	3.55065910E+00
2.49000000E+01	3.80000000E+00	-3.00000000E+00	-1.50000000E-09	3.59758239E+00	-6.53954862E+00	3.55065910E+00
-3.00000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	5.61458290E+00	-6.68242673E+00	3.55065910E+00
-2.39000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	4.18236581E+00	-6.68242673E+00	3.55065910E+00
-1.78000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	2.47236471E+00	-6.68242673E+00	3.55065910E+00
-1.17000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	8.83788446E-01	-6.68242673E+00	3.55065910E+00
-5.60000000E+00	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	-2.12501418E-01	-6.68242673E+00	3.55065910E+00
5.00000000E-01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	-5.60570195E-01	-6.68242673E+00	3.55065910E+00
6.60000000E+00	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	-7.91593793E-02	-6.68242673E+00	3.55065910E+00
1.27000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	1.11934312E+00	-6.68242673E+00	3.55065910E+00
1.88000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	2.75514052E+00	-6.68242673E+00	3.55065910E+00
2.49000000E+01	1.10000000E+01	-3.00000000E+00	-1.50000000E-09	4.44634725E+00	-6.68242673E+00	3.55065910E+00
-3.00000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	5.84378440E+00	-5.49617940E+00	3.55065910E+00
-2.39000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	4.28637507E+00	-5.49617940E+00	3.55065910E+00
-1.78000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	2.42690022E+00	-5.49617940E+00	3.55065910E+00
-1.17000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	6.99464129E-01	-5.49617940E+00	3.55065910E+00
-5.60000000E+00	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	-4.92654073E-01	-5.49617940E+00	3.55065910E+00
5.00000000E-01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	-8.71148062E-01	-5.49617940E+00	3.55065910E+00
6.60000000E+00	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	-3.47656407E-01	-5.49617940E+00	3.55065910E+00
1.27000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	9.55608986E-01	-5.49617940E+00	3.55065910E+00
1.88000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	2.73439389E+00	-5.49617940E+00	3.55065910E+00
2.49000000E+01	1.82000000E+01	-3.00000000E+00	-1.50000000E-09	4.57343152E+00	-5.49617940E+00	3.55065910E+00
-3.00000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-6.74829138E+00	8.52164390E+00	-5.79891170E+00
-2.39000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-5.78651517E+00	8.52164390E+00	-5.79891170E+00
-1.78000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-4.63819878E+00	8.52164390E+00	-5.79891170E+00
-1.17000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-3.57142275E+00	8.52164390E+00	-5.79891170E+00
-5.60000000E+00	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-2.83523163E+00	8.52164390E+00	-5.79891170E+00
5.00000000E-01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-2.60149314E+00	8.52164390E+00	-5.79891170E+00
6.60000000E+00	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-2.92477476E+00	8.52164390E+00	-5.79891170E+00
1.27000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-3.72960469E+00	8.52164390E+00	-5.79891170E+00
1.88000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-4.82809111E+00	8.52164390E+00	-5.79891170E+00
2.49000000E+01	-2.50000000E+01	5.00000000E+00	-1.50000000E-09	-5.96378653E+00	8.52164390E+00	-5.79891170E+00
-3.00000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-7.86551143E+00	9.56508448E+00	-5.79891170E+00
-2.39000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-6.29349804E+00	9.56508448E+00	-5.79891170E+00
-1.78000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-4.41658662E+00	9.56508448E+00	-5.79891170E+00
-1.17000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-2.67295211E+00	9.56508448E+00	-5.79891170E+00
-5.60000000E+00	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-1.46965524E+00	9.56508448E+00	-5.79891170E+00
5.00000000E-01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-1.08761206E+00	9.56508448E+00	-5.79891170E+00
6.60000000E+00	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-1.61601257E+00	9.56508448E+00	-5.79891170E+00
1.27000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-2.93149888E+00	9.56508448E+00	-5.79891170E+00
1.88000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-4.72696371E+00	9.56508448E+00	-5.79891170E+00
2.49000000E+01	-1.78000000E+01	5.00000000E+00	-1.50000000E-09	-6.58324626E+00	9.56508448E+00	-5.79891170E+00
-3.00000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-7.55410714E+00	1.07063810E+01	-5.79891170E+00
-2.39000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-6.15218600E+00	1.07063810E+01	-5.79891170E+00
-1.78000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-4.47835688E+00	1.07063810E+01	-5.79891170E+00
-1.17000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-2.92338408E+00	1.07063810E+01	-5.79891170E+00
-5.60000000E+00	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-1.85028424E+00	1.07063810E+01	-5.79891170E+00
5.00000000E-01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-1.50957823E+00	1.07063810E+01	-5.79891170E+00
6.60000000E+00	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-1.98080567E+00	1.07063810E+01	-5.79891170E+00
1.27000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-3.15395601E+00	1.07063810E+01	-5.79891170E+00
1.88000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-4.75515109E+00	1.07063810E+01	-5.79891170E+00
2.49000000E+01	-1.06000000E+01	5.00000000E+00	-1.50000000E-09	-6.41058340E+00	1.07063810E+01	-5.79891170E+00
-3.00000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-5.96865603E+00	1.04802389E+01	-5.79891170E+00
-2.39000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-5.43272474E+00	1.04802389E+01	-5.79891170E+00
-1.78000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-4.79284751E+00	1.04802389E+01	-5.79891170E+00
-1.17000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-4.19840709E+00	1.04802389E+01	-5.79891170E+00
-5.60000000E+00	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-3.78817875E+00	1.04802389E+01	-5.79891170E+00
5.00000000E-01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-3.65793247E+00	1.04802389E+01	-5.79891170E+00
6.60000000E+00	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-3.83807493E+00	1.04802389E+01	-5.79891170E+00
1.27000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-4.28655093E+00	1.04802389E+01	-5.79891170E+00
1.88000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-4.89866136E+00	1.04802389E+01	-5.79891170E+00
2.49000000E+01	-3.40000000E+00	5.00000000E+00	-1.50000000E-09	-5.53150579E+00	1.04802389E+01	-5.79891170E+00
-3.00000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-3.89615787E+00	9.42037116E+00	-5.79891170E+00
-2.39000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-4.49224657E+00	9.42037116E+00	-5.79891170E+00
-1.78000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-5.20394896E+00	9.42037116E+00	-5.79891170E+00
-1.17000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-5.86511434E+00	9.42037116E+00	-5.79891170E+00
-5.60000000E+00	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-6.32139014E+00	9.42037116E+00	-5.79891170E+00
5.00000000E-01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-6.46625635E+00	9.42037116E+00	-5.79891170E+00
6.60000000E+00	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-6.26589319E+00	9.42037116E+00	-5.79891170E+00
1.27000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-5.76707650E+00	9.42037116E+00	-5.79891170E+00
1.88000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-5.08625768E+00	9.42037116E+00	-5.79891170E+00
2.49000000E+01	3.80000000E+00	5.00000000E+00	-1.50000000E-09	-4.38237750E+00	9.42037116E+00	-5.79891170E+00
-3.00000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-2.36537699E+00	9.27749306E+00	-5.79891170E+00
-2.39000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-3.79759409E+00	9.27749306E+00	-5.79891170E+00
-1.78000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-5.50759518E+00	9.27749306E+00	-5.79891170E+00
-1.17000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-7.09617145E+00	9.27749306E+00	-5.79891170E+00
-5.60000000E+00	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-8.19246131E+00	9.27749306E+00	-5.79891170E+00
5.00000000E-01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-8.54053009E+00	9.27749306E+00	-5.79891170E+00
6.60000000E+00	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-8.05911927E+00	9.27749306E+00	-5.79891170E+00
1.27000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-6.86061678E+00	9.27749306E+00	-5.79891170E+00
1.88000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-5.22481937E+00	9.27749306E+00	-5.79891170E+00
2.49000000E+01	1.10000000E+01	5.00000000E+00	-1.50000000E-09	-3.53361265E+00	9.27749306E+00	-5.79891170E+00
-3.00000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-2.13617549E+00	1.04637404E+01	-5.79891170E+00
-2.39000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-3.69358482E+00	1.04637404E+01	-5.79891170E+00
-1.78000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-5.55305967E+00	1.04637404E+01	-5.79891170E+00
-1.17000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-7.28049576E+00	1.04637404E+01	-5.79891170E+00
-5.60000000E+00	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-8.47261397E+00	1.04637404E+01	-5.79891170E+00
5.00000000E-01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-8.85110795E+00	1.04637404E+01	-5.79891170E+00
6.60000000E+00	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-8.32761630E+00	1.04637404E+01	-5.79891170E+00
1.27000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-7.02435091E+00	1.04637404E+01	-5.79891170E+00
1.88000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-5.24556600E+00	1.04637404E+01	-5.79891170E+00
2.49000000E+01	1.82000000E+01	5.00000000E+00	-1.50000000E-09	-3.40652837E+00	1.04637404E+01	-5.79891170E+00
-3.00000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.47282513E+01	2.44815637E+01	-1.23877977E+01
-2.39000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.37664751E+01	2.44815637E+01	-1.23877977E+01
-1.78000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.26181587E+01	2.44815637E+01	-1.23877977E+01
-1.17000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.15513826E+01	2.44815637E+01	-1.23877977E+01
-5.60000000E+00	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.08151915E+01	2.44815637E+01	-1.23877977E+01
5.00000000E-01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.05814530E+01	2.44815637E+01	-1.23877977E+01
6.60000000E+00	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.09047347E+01	2.44815637E+01	-1.23877977E+01
1.27000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.17095646E+01	2.44815637E+01	-1.23877977E+01
1.88000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.28080510E+01	2.44815637E+01	-1.23877977E+01
2.49000000E+01	-2.50000000E+01	1.30000000E+01	-1.50000000E-09	-1.39437464E+01	2.44815637E+01	-1.23877977E+01
-3.00000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.58454713E+01	2.55250043E+01	-1.23877977E+01
-2.39000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.42734579E+01	2.55250043E+01	-1.23877977E+01
-1.78000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.23965465E+01	2.55250043E+01	-1.23877977E+01
-1.17000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.06529120E+01	2.55250043E+01	-1.23877977E+01
-5.60000000E+00	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-9.44961514E+00	2.55250043E+01	-1.23877977E+01
5.00000000E-01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-9.06757195E+00	2.55250043E+01	-1.23877977E+01
6.60000000E+00	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-9.59597247E+00	2.55250043E+01	-1.23877977E+01
1.27000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.09114588E+01	2.55250043E+01	-1.23877977E+01
1.88000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.27069236E+01	2.55250043E+01	-1.23877977E+01
2.49000000E+01	-1.78000000E+01	1.30000000E+01	-1.50000000E-09	-1.45632062E+01	2.55250043E+01	-1.23877977E+01
-3.00000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.55340670E+01	2.66663008E+01	-1.23877977E+01
-2.39000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.41321459E+01	2.66663008E+01	-1.23877977E+01
-1.78000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.24583168E+01	2.66663008E+01	-1.23877977E+01
-1.17000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.09033440E+01	2.66663008E+01	-1.23877977E+01
-5.60000000E+00	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-9.83024413E+00	2.66663008E+01	-1.23877977E+01
5.00000000E-01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-9.48953812E+00	2.66663008E+01	-1.23877977E+01
6.60000000E+00	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-9.96076556E+00	2.66663008E+01	-1.23877977E+01
1.27000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.11339159E+01	2.66663008E+01	-1.23877977E+01
1.88000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.27351110E+01	2.66663008E+01	-1.23877977E+01
2.49000000E+01	-1.06000000E+01	1.30000000E+01	-1.50000000E-09	-1.43905433E+01	2.66663008E+01	-1.23877977E+01
-3.00000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.39486159E+01	2.64401587E+01	-1.23877977E+01
-2.39000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.34126846E+01	2.64401587E+01	-1.23877977E+01
-1.78000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.27728074E+01	2.64401587E+01	-1.23877977E+01
-1.17000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.21783670E+01	2.64401587E+01	-1.23877977E+01
-5.60000000E+00	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.17681386E+01	2.64401587E+01	-1.23877977E+01
5.00000000E-01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.16378924E+01	2.64401587E+01	-1.23877977E+01
6.60000000E+00	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.18180348E+01	2.64401587E+01	-1.23877977E+01
1.27000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.22665108E+01	2.64401587E+01	-1.23877977E+01
1.88000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.28786213E+01	2.64401587E+01	-1.23877977E+01
2.49000000E+01	-3.40000000E+00	1.30000000E+01	-1.50000000E-09	-1.35114657E+01	2.64401587E+01	-1.23877977E+01
-3.00000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.18761178E+01	2.53802909E+01	-1.23877977E+01
-2.39000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.24722065E+01	2.53802909E+01	-1.23877977E+01
-1.78000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.31839089E+01	2.53802909E+01	-1.23877977E+01
-1.17000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.38450742E+01	2.53802909E+01	-1.23877977E+01
-5.60000000E+00	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.43013500E+01	2.53802909E+01	-1.23877977E+01
5.00000000E-01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.44462162E+01	2.53802909E+01	-1.23877977E+01
6.60000000E+00	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.42458531E+01	2.53802909E+01	-1.23877977E+01
1.27000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.37470364E+01	2.53802909E+01	-1.23877977E+01
1.88000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.30662176E+01	2.53802909E+01	-1.23877977E+01
2.49000000E+01	3.80000000E+00	1.30000000E+01	-1.50000000E-09	-1.23623374E+01	2.53802909E+01	-1.23877977E+01
-3.00000000E+01	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.03453369E+01	2.52374128E+01	-1.23877977E+01
-2.39000000E+01	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.17775540E+01	2.52374128E+01	-1.23877977E+01
-1.78000000E+01	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.34875551E+01	2.52374128E+01	-1.23877977E+01
-1.17000000E+01	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.50761313E+01	2.52374128E+01	-1.23877977E+01
-5.60000000E+00	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.61724212E+01	2.52374128E+01	-1.23877977E+01
5.00000000E-01	1.10000000E+01	1.30000000E+01	-1.50000000E-09	-1.65204900E+01	2.52374128E+01	-1.23877977E+01
